album_name,artist_name,track_name,track_preview,track_uri,genre,acousticness,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,album_image,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13,MFCC14,MFCC15,MFCC16,MFCC17,MFCC18,MFCC19,MFCC20,Spectral Contrast Freq Band1,Spectral Contrast Freq Band2,Spectral Contrast Freq Band3,Spectral Contrast Freq Band4,Spectral Contrast Freq Band5,Spectral Contrast Freq Band6,Spectral Contrast Freq Band7,mp3 File
"Debussy: Estampes, Pour le piano, Piano Works",Claude Debussy,Rêverie,https://p.scdn.co/mp3-preview/bb32e6c3030a87424bc02608e3ec399f5e02ac9b?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:086sjLPEqdKBgTxbTeCLCv,Classical,0.995,0.251,0.00904,5,-31.599,1,0.0406,0.922,0.0779,0.0819,62.225,233400,4,https://i.scdn.co/image/ab67616d00001e02f23ea1f0c7c83de632a74e88,-396.1647,211.96478,21.354351,-7.6028686,2.2502933,-7.655657,-11.011159,-9.505472,-10.7329645,-11.282019,-6.803206,-3.1845167,-4.672971,-4.4347353,-3.3088818,-4.8969803,-6.5561795,-7.8701835,-7.1801214,-4.236156,18.635311361637243,16.67792940470337,22.60472813653583,24.119239183156594,26.40032319988007,23.771961552279365,35.94330928268789,actual_music\_Rêverie_ClaudeDebussy.mp3
Piano Favorites,Maurice Ravel,"Ravel: Jeux d'eau, M. 30",https://p.scdn.co/mp3-preview/79bb8ffdcf554467efa2d56a611452d6902b7560?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:1HqnUXd1Dc6XBH1yFD9dW5,Classical,0.993,0.265,0.0733,6,-25.176,0,0.0398,0.864,0.169,0.0352,69.852,349733,4,https://i.scdn.co/image/ab67616d00001e02d8c73c4cbdf9918a161d86f7,-286.25272,190.72557,-56.587765,-5.9845943,-5.360162,-9.350305,-12.233761,-10.0506,-10.544362,-11.798968,-5.0498266,-4.039046,-1.5492941,2.9112973,1.4417306,-1.9190931,-1.8827477,0.5274783,-1.4292563,0.82532096,17.652332911496238,15.67493895301667,22.189405242787384,22.56367042382045,26.127053364002972,27.790316895518234,41.496786473460624,actual_music\_RavelJeuxdeauM30_MauriceRavel.mp3
Mediterranean Sounds,Maurice Ravel,Miroirs: III. Une Barque sur l'Océan,https://p.scdn.co/mp3-preview/45af299c593caf219f7df85edae18abe13811638?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:2iULtgL3TrrBa8PxElnWI2,Classical,0.983,0.174,0.0507,2,-25.364,1,0.0432,0.897,0.0895,0.0292,67.661,465324,3,https://i.scdn.co/image/ab67616d00001e028045cbb9fa16b38fc75174a8,-327.67545,214.1293,-1.3957051,-4.1624007,10.555142,-0.76469094,-0.67198944,-3.3794463,-8.673027,-2.1250634,1.2263072,-7.332845,-7.5092397,-4.143556,-5.163069,-4.3322787,-2.2274892,-1.028962,0.41578472,0.5951716,21.794846874486428,15.63705425732131,20.930665445784996,21.687825132412843,26.420493320678084,26.748280468499303,37.67153692854998,actual_music\_MiroirsIIIUneBarquesurlOcéan_MauriceRavel.mp3
Schubert: The Late Piano Sonatas,Franz Schubert,"Piano sonata in A Major, D. 959: II. Andantino",https://p.scdn.co/mp3-preview/ee14cfb9bad66fa2797675969ee1bbafeb60f768?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:2sFDmquXy5SQfEY4uMlC33,Classical,0.99,0.285,0.0154,6,-24.494,0,0.0431,0.903,0.093,0.107,73.369,467453,3,https://i.scdn.co/image/ab67616d00001e028bd69c4442c1f08fa2479c81,-236.08882,189.57237,-34.73179,9.252902,1.0407912,-4.8963995,-6.5284486,-5.961995,-5.34957,-5.852476,-3.5045347,-0.5967832,-1.6590896,-4.911399,-6.6132364,-4.3822236,-6.8741155,-6.235187,-1.9792743,-0.29673007,22.192122744728483,13.959041009897568,19.754407010027712,21.49588741561412,24.334273584682077,28.877694123945208,44.4074142387839,actual_music\_PianosonatainAMajorD959IIAndantino_FranzSchubert.mp3
"Bartok Concerto for Orchestra, Dance Suite, Two Portraits and Mikrokosmos",Béla Bartók,"Dance Suite, SZ. 77: I. Molto Tranquillo",https://p.scdn.co/mp3-preview/9b8301e4553efe6559ee579e1725d36d3e935efb?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:047khuIVbStW0GvFmwK3kM,Classical,0.876,0.164,0.0189,0,-32.85,0,0.0411,0.618,0.156,0.0457,133.377,189989,4,https://i.scdn.co/image/ab67616d00001e0219fbb68c1f5b962110f4f0f1,-385.63684,138.5196,-5.2169733,18.775335,-12.343227,-1.0520684,-7.4810295,-2.5933323,-4.3400846,1.0730516,-5.9393883,2.6169665,0.20585722,3.056519,-2.8251843,4.679189,-1.1687557,5.191701,-2.6931314,-4.1792583,19.1520512900048,18.560744636267803,24.075794294923952,25.130677333156772,24.642747122282703,24.14002405319943,36.70245539313848,actual_music\_DanceSuiteSZ77IMoltoTranquillo_BélaBartók.mp3
Tchaikovsky: Les Saisons,Pyotr Ilyich Tchaikovsky,"The Seasons, Op. 37a: The Seasons, Op. 37a: VIII. August - The Harvest",https://p.scdn.co/mp3-preview/9356fb313021fb0ed196bf045babeb89a48db112?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:7FM3M2bK0WPtqCu7fTeqXn,Classical,0.992,0.441,0.155,11,-21.017,0,0.042,0.896,0.083,0.184,104.954,195037,4,https://i.scdn.co/image/ab67616d00001e02ec3078038a44b9159994a602,-348.22635,180.08113,13.05122,4.136198,5.4234934,-4.346473,-11.110524,-9.182296,-4.786657,-8.052986,-8.237888,-3.5610094,-0.76487064,0.41781852,-0.0919539,-1.1700132,-1.0385396,-2.5208025,-4.6787143,-1.3266901,17.44931351022784,17.435253555013276,23.227110740480455,23.09361780398962,26.821897660829062,23.240575805712403,36.011415659246715,actual_music\_TheSeasonsOp37aTheSeasonsOp37aVIIIAugustTheHarvest_PyotrIlyichTchaikovsky.mp3
Schubert,Franz Schubert,"Ständchen, S. 560 (Trans. from Schwanengesang No. 4, D. 957)",https://p.scdn.co/mp3-preview/e200622143099e03a4afd89dd45ddd130c58e6de?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:4b59u2E74KcDuyHCRBkf5v,Classical,0.992,0.209,0.00299,2,-33.974,1,0.0491,0.955,0.104,0.039,66.685,442172,3,https://i.scdn.co/image/ab67616d00001e02acefb30d0e24d67c03141eed,-460.85913,198.54861,48.42421,4.7262664,9.54316,2.9037175,-3.2642248,-5.9701066,-10.2225685,-10.054344,-6.225205,-5.682897,-5.526091,-3.1254067,-2.333174,-2.3063881,-1.3527724,-0.5533625,-0.32363817,-2.2842839,15.788251499197175,19.027361293547692,24.908735875615715,24.726992127002706,25.24738310150845,20.857930605708773,34.382421971270155,actual_music\_StändchenS560TransfromSchwanengesangNo4D957_FranzSchubert.mp3
Ravel: Complete Works for Solo Piano,Maurice Ravel,"Ravel: Miroirs, M. 43: III. Une barque sur l'océan",https://p.scdn.co/mp3-preview/17de283a6c9535d69873662394abf872581cb5a3?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:0eoHzI456z8FK5o0g7pdGn,Classical,0.986,0.202,0.119,2,-23.191,1,0.0383,0.902,0.0831,0.0289,66.477,420187,4,https://i.scdn.co/image/ab67616d00001e02717e9f36e9548b4e112a0860,-368.5471,210.14885,4.506765,-5.49297,10.671326,-8.895094,-16.199907,-13.23019,-13.898161,-9.092728,-7.8166146,-11.523607,-6.517417,-1.3089582,-1.1322142,-3.0559094,-4.9152412,-8.854758,-10.865888,-4.6020145,17.14853925700594,15.756363061901908,22.828005815061704,23.66356494446211,26.971338392096673,26.174384323480698,36.58683413519186,actual_music\_RavelMiroirsM43IIIUnebarquesurlocéan_MauriceRavel.mp3
Schubert,Franz Schubert,"4 Impromptus, Op. 90, D. 899: No. 3 in G-flat major",https://p.scdn.co/mp3-preview/2a8350191e87e619495ffd5b175650ce82b1c902?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:1Uld5u6GAksDqd6K8xnmGS,Classical,0.991,0.128,0.00262,6,-36.152,1,0.037,0.921,0.111,0.0759,67.485,377507,4,https://i.scdn.co/image/ab67616d00001e02acefb30d0e24d67c03141eed,-357.36496,214.48459,16.264153,-4.6372247,13.233905,-0.40463692,-5.243439,-5.02913,-7.4951262,-8.349706,-6.7076073,-5.362103,-7.0885935,-6.1467876,-3.2000751,-5.1747904,-5.762,-2.3116663,-1.4132023,-3.4847949,17.836405308820893,15.961821476272883,21.395874517333418,22.48391067128756,26.57923148942234,24.442783410995162,36.56271505199715,actual_music\_4ImpromptusOp90D899No3inGflatmajor_FranzSchubert.mp3
"Ravel: Miroirs, Jeux D'Eau, Pavane Pour Une Infante Défunte",Maurice Ravel,À La Manière De Borodine,https://p.scdn.co/mp3-preview/463ef255c49327e153a529b581fad73a1122e694?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:3L5towaxijMhqVLLdNWIwD,Classical,0.991,0.281,0.0744,1,-24.096,1,0.0415,0.877,0.104,0.0449,105.335,90674,4,https://i.scdn.co/image/ab67616d00001e023041581d8dc408915d909e32,-368.17752,206.06047,-14.989436,4.99794,0.9546116,-7.6597133,-10.266377,-9.100353,-7.616791,-5.5517917,-5.188546,-4.8252544,1.2705109,0.37411532,-2.9256513,-2.737725,-4.4017887,-5.0789714,-6.458397,-6.1493316,16.967862467634397,17.45784459386527,21.843424601792506,22.813763489503472,25.342371200429863,27.1879637572165,38.391674757529536,actual_music\_ÀLaManièreDeBorodine_MauriceRavel.mp3
Chopin: Complete Nocturnes,Frédéric Chopin,"Nocturnes, Op. posth. in C Minor: Andante sostenuto",https://p.scdn.co/mp3-preview/8c5eef680a6ed1952a72e7b6f69dda98e412f79e?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:4femsEly2KDon1wgtsPSfK,Classical,0.993,0.32,0.0132,5,-31.999,0,0.039,0.859,0.183,0.119,72.656,179067,4,https://i.scdn.co/image/ab67616d00001e021f07e718417b2e516d4b57bf,-436.23404,172.92435,20.56229,-8.810865,0.62761116,-5.0467095,-9.353115,-9.796315,-9.762349,-8.7923155,-8.784592,-10.723085,-10.055213,-6.6552253,-6.5290136,-8.695253,-5.907142,-1.2426333,-0.8082868,-0.60020196,20.67726070034505,19.89593312804839,25.10954277358068,25.46570835062043,27.74534286041343,23.4531525902707,34.56701073080068,actual_music\_NocturnesOpposthinCMinorAndantesostenuto_FrédéricChopin.mp3
"Rachmaninoff: Piano Concerto No. 2 in C Minor, Op. 18 & Piano Concerto No. 3 in D Minor, Op. 30",Sergei Rachmaninoff,"Piano Concerto No. 2 in C Minor, Op. 18: I. Moderato",https://p.scdn.co/mp3-preview/0cd8b2dc1f7023f5796870ca6a746425b57031ab?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:7fcDQg8prLdJwim6Ey7neB,Classical,0.972,0.124,0.106,0,-22.245,0,0.0394,0.919,0.0802,0.0456,78.658,599653,4,https://i.scdn.co/image/ab67616d00001e0220d3313899951ec1f991124a,-141.46512,160.65884,-35.361855,26.021835,-12.09459,6.6927047,-10.638297,-0.6676881,-10.1768465,-0.35254675,-6.69941,2.571822,-4.961199,-0.086087845,-6.756461,-1.4866503,-7.815833,-1.5404028,-3.9480593,0.16462614,20.67233416437107,14.269906904840624,19.485092116466078,19.93982989472829,20.943036090189974,25.069169865490018,44.17535802766237,actual_music\_PianoConcertoNo2inCMinorOp18IModerato_SergeiRachmaninoff.mp3
"Debussy: Estampes, Pour le piano, Piano Works",Claude Debussy,Valse romantique,https://p.scdn.co/mp3-preview/6eb0644ad2dc983b8525257aa7b2efb49f9e91ea?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:5k6oL28L9X2TFxOjqnNg9A,Classical,0.995,0.324,0.0254,8,-26.052,1,0.0366,0.904,0.0824,0.0463,81.388,205653,3,https://i.scdn.co/image/ab67616d00001e02f23ea1f0c7c83de632a74e88,-345.41028,208.19432,2.3430116,-2.1890037,-1.3043742,-14.295448,-11.9047365,-12.336653,-13.740975,-12.590761,-11.731295,-9.5365095,-6.231829,-4.143731,-2.443327,-1.9571444,-2.2402132,-0.17851125,-0.24357723,-0.55896467,18.775457213225163,17.670431628288476,22.744532689007688,23.715205943734784,25.41801685301863,27.092548002620465,38.773417145241424,actual_music\_Valseromantique_ClaudeDebussy.mp3
"Ravel: Miroirs, Jeux D'Eau, Pavane Pour Une Infante Défunte",Maurice Ravel,Miroirs: V. La vallée des cloches,https://p.scdn.co/mp3-preview/a3e26199e993bb0e57b49e706291159fb145f1db?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:050MkMtpGzrf4Dgx0PWXcH,Classical,0.994,0.264,0.00179,1,-39.669,1,0.0387,0.957,0.147,0.0381,68.655,322804,4,https://i.scdn.co/image/ab67616d00001e023041581d8dc408915d909e32,-498.86118,209.04274,38.45788,-4.899933,5.680518,3.0830765,-4.0448027,-6.933722,-8.249754,-8.525651,-7.8721657,-5.899656,-1.620312,-0.5952921,-3.2492669,-5.1026583,-5.2176156,-3.8232913,-2.0221817,-2.3078291,17.43389012545704,17.571204591836445,22.801180182691855,24.99282775032114,26.41507454167513,19.877948912199468,33.747434799993215,actual_music\_MiroirsVLavalléedescloches_MauriceRavel.mp3
"Rubinstein Collection, Vol. 35: Rachmaninoff: Piano Concerto No.2; Rhapsody on a Theme of Paganini; Prelude",Sergei Rachmaninoff,"Piano Concerto No. 2 in C Minor, Op. 18: I. Moderato",https://p.scdn.co/mp3-preview/e1b95cc76d3468314e0a9f50170e9daea5b151d2?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:0WqmkFibOtOoilu8KDNN6G,Classical,0.985,0.184,0.112,0,-20.77,0,0.0375,0.894,0.112,0.0865,71.218,611000,4,https://i.scdn.co/image/ab67616d00001e029dedd5f89dfb786cbf648ccb,-168.68576,169.7767,-49.463955,24.25058,-13.8594265,2.3270042,-10.9198885,-5.175321,-10.661284,-3.4721494,-3.941571,-2.3072495,-6.266571,1.2432988,-2.8658993,-4.561938,-3.5180807,-2.3559434,-5.1118684,-0.55631256,22.099003713885317,15.510809250317564,20.572489894011945,21.276340391429486,21.651633258216,26.955144200734726,43.47197064476817,actual_music\_PianoConcertoNo2inCMinorOp18IModerato_SergeiRachmaninoff.mp3
Prokofiev: Lieutenant Kije Suite / Andante / Osenneye / the Tale of the Stone Flower (Excerpts),Sergei Prokofiev,"Lieutenant Kijé, Op. 60: II. Romance",https://p.scdn.co/mp3-preview/e3434ff954a796bceea1812f871715b1121beef1?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:0aEVxlKZ2Vk6Bt5UjZC98B,Classical,0.943,0.187,0.0169,8,-30.742,1,0.0359,0.891,0.101,0.0843,103.833,271440,4,https://i.scdn.co/image/ab67616d00001e0278bac2389f8224a93cd1fea1,-334.42276,169.85522,-13.866616,25.201664,6.7713695,-0.557903,-5.422828,0.69257396,-3.1412122,-1.6523815,-3.3771496,3.0792031,-0.90534025,-2.9206793,-4.825193,-0.9446009,-4.0745363,0.23711605,-2.3858638,-0.46114725,15.324937929977663,17.441763048245168,20.737040900043763,21.35397802648181,22.104112085204314,23.2150164911778,36.89762446855325,actual_music\_LieutenantKijéOp60IIRomance_SergeiProkofiev.mp3
La Mer,Claude Debussy,Jeux De Vagues,https://p.scdn.co/mp3-preview/d752d50f7a4b40d2a326b9712f3660ceac5d392a?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:2oPT0Sa0EdcWc2w4afvTFT,Classical,0.943,0.223,0.168,4,-23.083,1,0.0454,0.821,0.298,0.0399,111.427,430075,4,https://i.scdn.co/image/ab67616d00001e0292a1007e31d7ceb543eff1bd,-257.4211,165.68488,-31.770782,28.882767,-1.1124284,3.013012,-6.969282,2.2453606,-5.924931,0.37389627,-6.5154753,0.69921213,-3.1232138,-1.5281065,-3.1615486,0.56984866,-1.2022854,2.8780735,-4.4386616,-2.8232934,16.77686621789738,14.953380189031238,19.32969598339515,21.551752895096993,21.89542680650581,26.14610074610468,39.57377690226669,actual_music\_JeuxDeVagues_ClaudeDebussy.mp3
Stravinsky: Firebird (The) (Piano Transcription),Igor Stravinsky,The Firebird (version for piano): Arrival of Kastchei the Immortal - Dialogue of Kastchei and Prince Ivan - Intercession ...,https://p.scdn.co/mp3-preview/1ac35e1216c3eb7115b08bca74e245c31c9c1db6?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:69UwYWABBZdLMU72Ykemqh,Classical,0.988,0.283,0.0293,2,-22.471,0,0.0466,0.941,0.169,0.0363,72.41,212760,4,https://i.scdn.co/image/ab67616d00001e026019a579c5fa33f7c3fbccc6,-391.63684,169.70576,-4.8909845,7.2527924,-3.947863,-5.9155407,-13.056659,-10.477724,-7.7252846,-7.952072,-6.9313345,-7.4254646,-10.101922,-7.450354,-9.005037,-8.326752,-8.182415,-7.3053465,-4.9121027,-3.9515219,18.57221056897951,17.166252541092025,21.183537791433288,22.356229016497675,24.00491858028096,24.513826325844608,37.95479601230418,actual_music\_TheFirebirdversionforpianoArrivalofKastcheitheImmortalDialogueofKastcheiandPrinceIvanIntercession_IgorStravinsky.mp3
Liszt: Funérailles - 3 Sonetti del Petrarca - Saint-Saëns: Danse macabre - Ravel: Gaspard de la nuit,Vladimir Horowitz,"Danse macabre, Op. 40 (arr. F. Liszt, V. Horowitz and Y. Sudbin for piano)",https://p.scdn.co/mp3-preview/75f6eced47397705e860c3ae21baf726ac2b853c?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:4iUQ9SxroN3CtLIzwdf8HB,Classical,0.975,0.356,0.17,3,-21.987,1,0.0379,0.898,0.0843,0.0456,109.658,524360,4,https://i.scdn.co/image/ab67616d00001e02c48bde3af560861b28593cc3,-270.78897,203.4103,-42.766884,14.246449,-1.3113298,-1.2738367,-3.4470246,-4.5902686,-2.939385,3.5860155,-5.360318,-3.8634543,-7.83424,-5.5443506,-1.1083937,-0.20090388,1.0948325,-2.7860062,-3.1045783,-4.1351366,16.59676013198821,15.575676251846648,19.594141298545683,21.191311222265576,23.41738085987056,28.985115382887585,43.37935841276401,actual_music\_DansemacabreOp40arrFLisztVHorowitzandYSudbinforpiano_VladimirHorowitz.mp3
Prokofiev: Romeo and Juliet,Sergei Prokofiev,"Prokofiev: Romeo and Juliet, Op. 64, Act 1: Dance of the Knights",https://p.scdn.co/mp3-preview/2db99f3aeec5ecae904be3a075fe3ad79e8fd21d?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:4YLVOi2UXj5KLJfphy89nA,Classical,0.927,0.209,0.101,0,-19.383,1,0.0403,0.9,0.0776,0.153,85.851,341693,4,https://i.scdn.co/image/ab67616d00001e02d159e97331eec952dafa8af0,-184.24983,146.47078,-24.945576,29.226463,-2.467884,5.1897907,-9.923287,3.4418247,-9.418351,-0.8633952,-5.021082,3.978681,-2.4839184,-2.0694277,-5.3585525,0.63793427,-5.3086386,3.0653965,-0.36616257,-0.8156215,16.455402375509603,15.662387719362064,19.404833124537785,20.13271613891363,20.796191399230832,23.100674093970078,38.610710619034954,actual_music\_ProkofievRomeoandJulietOp64Act1DanceoftheKnights_SergeiProkofiev.mp3
Dmitri Shostakovich: Piano Concertos,Dmitri Shostakovich,Piano Concerto No. 2 Op. 102 in F Major: II. Andante,https://p.scdn.co/mp3-preview/8eb5ba17e827b861a0d4ea91ec763b67bac2047b?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:46TzngK2DGxxn3yO3gjTGe,Classical,0.983,0.186,0.00228,0,-38.863,0,0.0424,0.945,0.0718,0.0392,78.426,462533,4,https://i.scdn.co/image/ab67616d00001e021fed17233f29826480266e4a,-358.84665,180.1039,-12.016978,19.980303,-2.3614364,1.1186594,-5.3278265,-6.643322,-7.6570935,-6.4175615,-7.8157167,-3.624821,-6.8040905,-7.584819,-6.8137193,-5.0556498,-3.369601,-1.6624994,-5.5109224,-5.2040477,25.594420128117548,17.395948176058987,21.78750829732068,20.76046545063617,21.147349572355772,20.824428353694657,36.42126905957638,actual_music\_PianoConcertoNo2Op102inFMajorIIAndante_DmitriShostakovich.mp3
Satie: Avant-dernières pensées (Bonus Track Version),Erik Satie,Gnossienne: No. 3,https://p.scdn.co/mp3-preview/a1b6d7a84e7b562f4805ac630d980653eb98ca9b?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:0m9m4AntGBQVd0B105Ua76,Classical,0.995,0.342,0.0317,9,-27.813,0,0.0427,0.887,0.0985,0.0555,112.596,141600,4,https://i.scdn.co/image/ab67616d00001e0264c483b91da5be610fc79a51,-419.90317,223.37831,26.20823,-11.049735,6.2338142,1.6865983,-3.4635932,-10.002163,-17.004362,-13.805253,-4.6277027,-2.184282,-4.0178947,-0.88202053,-0.5576159,-6.0922127,-5.260374,-1.4050664,-2.8104336,-1.665205,17.93348661009099,19.101424076524726,24.44515721971495,24.81224238441598,28.988863255690028,22.862562503267018,34.36185340323894,actual_music\_GnossienneNo3_ErikSatie.mp3
Satie: Avant-dernières pensées (Bonus Track Version),Erik Satie,Gnossiennes: n° 4,https://p.scdn.co/mp3-preview/30f4109ac56a27d05cdcc09f0791c8a405006fee?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:1nquIEttAy0kGsRk641sjA,Classical,0.994,0.298,0.0257,9,-30.497,0,0.0424,0.895,0.0839,0.0393,84.656,152400,4,https://i.scdn.co/image/ab67616d00001e0264c483b91da5be610fc79a51,-407.14783,209.21399,34.053165,-8.367112,4.443874,0.40555406,-4.7754097,-9.321927,-14.784425,-12.657651,-6.9067655,-5.9048896,-6.701168,-3.5602653,0.7632637,-0.102014974,-2.5410643,-1.7432803,-1.495038,-1.407263,16.461534457380832,19.000567937418726,24.636107731908567,24.77487743085113,28.18173999071606,22.935820698908508,33.82742533845222,actual_music\_Gnossiennesn4_ErikSatie.mp3
Ravel: Daphnis and Chloe,Maurice Ravel,Daphnis et Chloé: Part III: Lever du jour,https://p.scdn.co/mp3-preview/c9c727a49b1590403c4a3bf203d2d16ae6b97597?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:6VcFtjBwaR8Lc6aUcgrFbD,Classical,0.925,0.0704,0.179,4,-17.395,0,0.0409,0.911,0.112,0.0354,77.027,329907,3,https://i.scdn.co/image/ab67616d00001e0245c9f300d167829862db2272,-197.55612,165.4544,-31.29172,19.838232,-11.5157385,-1.5694315,-4.252339,4.066658,-11.702303,-1.319408,-7.703297,0.91859514,0.15560219,-2.055907,-4.7737036,1.6313907,-1.8515906,0.82301563,-6.4582143,-1.3668897,16.453574324409896,17.50146055876435,18.912173191955187,21.059149233652718,21.623167574466386,27.03106638461066,42.06034473573252,actual_music\_DaphnisetChloéPartIIILeverdujour_MauriceRavel.mp3
A Folk Song Runs Through It,Béla Bartók,"Romanian Folk Dances, Sz 56: III. Pe-loc - Andante",https://p.scdn.co/mp3-preview/1e061a57b8701ff3be20859befbb4dbc6714f2b6?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:1lobDzMJEFga3VXJdGg8Xa,Classical,0.976,0.558,0.0214,0,-37.894,1,0.0467,0.953,0.0815,0.0571,87.632,66920,4,https://i.scdn.co/image/ab67616d00001e0285b8bb1d9d4c736d50f4bbe1,-622.95264,179.86714,10.964579,-24.883602,-3.1094437,12.097309,13.548051,-2.6791754,-18.06478,-17.531572,-9.046278,-0.13664658,4.354108,1.7045414,0.0875444,-0.06500518,-6.0753193,-4.9395742,7.6100936,4.918988,12.295230458272691,15.048502511582619,20.099346585319516,26.135823227493542,25.407573343158145,21.677570575631744,31.47879316980352,actual_music\_RomanianFolkDancesSz56IIIPelocAndante_BélaBartók.mp3
Rimsky-Korsakov: Works for String Quartet,Nikolai Rimsky-Korsakov,"String Quartet in F Major, Op. 12: II. Andante moderato",https://p.scdn.co/mp3-preview/cc65c53289bd6391e7e9b3a46b877fb2008b8e19?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:3ahlZ509mVOzB4UWJRSE6Z,Classical,0.971,0.151,0.0667,0,-24.002,1,0.0482,0.591,0.08,0.244,80.71,266280,4,https://i.scdn.co/image/ab67616d00001e02fce6188db799aa37e7176ec4,-296.391,140.49503,-32.823746,31.91109,-4.703113,-2.4401405,-9.438076,-3.8379939,-6.085099,0.10716323,-6.972877,-1.2292389,5.5644407,2.8152974,-0.3889334,0.04573456,-0.3372185,-0.61212885,-0.066306666,6.579506,19.75119187062007,19.303182936031885,24.24700441540257,24.079243856936266,25.712379691248177,29.16107413377264,42.777994510069654,actual_music\_StringQuartetinFMajorOp12IIAndantemoderato_NikolaiRimskyKorsakov.mp3
Stravinsky: Works for Piano & Orchestra,Igor Stravinsky,Piano Sonata in F-Sharp Minor: II. Vivo,https://p.scdn.co/mp3-preview/02bf4ad52d1d97106df0e084ac6eb6dc69bf52e4?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:5hVCVBy4Wg7KClzdY3lyQQ,Classical,0.991,0.344,0.0631,4,-29.905,1,0.0415,0.869,0.157,0.102,126.989,286467,4,https://i.scdn.co/image/ab67616d00001e020eaa364dae83de4a43ea2bad,-527.42566,189.57956,15.937399,-3.9253097,7.501899,-4.753747,-10.967753,-11.1431055,-10.738017,-7.7313833,-5.9585543,-6.8817983,-6.5898695,-3.9086764,-1.184115,-0.41142693,0.1735322,0.23354243,-1.6978453,-2.5577285,16.659972328886422,20.21683533554611,23.474076034948684,24.556370217507062,27.083485230191577,23.00169247238956,33.22537835126857,actual_music\_PianoSonatainFSharpMinorIIVivo_IgorStravinsky.mp3
"Ornstein: Piano Music, Vol. 1",Leo Ornstein,Piano Sonata No. 4: I. Moderato con moto,https://p.scdn.co/mp3-preview/812484814006884270ac29e9df8fa77c1e508fad?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:0Fqzg3lnF2XLMHyJ4tBmrk,Classical,0.994,0.357,0.108,5,-20.138,1,0.0386,0.865,0.103,0.0365,136.27,321013,3,https://i.scdn.co/image/ab67616d00001e02f18f3e0609689815a13b230e,-260.78293,190.59975,-25.647186,25.676645,-5.706345,-4.788228,-12.984611,-11.267342,-13.425913,-8.808442,-9.476375,-9.783963,-7.8025384,-4.010857,-4.787369,-4.765777,-2.2370083,-4.4093966,-6.004919,-4.906974,23.877595536489327,16.48565299852316,20.99969044285248,21.52403349004676,22.74879128023992,28.094008800389485,44.626316249061766,actual_music\_PianoSonataNo4IModeratoconmoto_LeoOrnstein.mp3
Rachmaninoff: Morceaux de fantaisie,Sergei Rachmaninoff,"Morceaux de Fantaisie, Op. 3: No. 2 in C-Sharp Minor, Prélude ""The Bells of Moscow""",https://p.scdn.co/mp3-preview/2da32839d9d6eec2bd61c6fb31dd49fbdab2eb24?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:0fsIVfRbJhVMCnTVs6cr6I,Classical,0.993,0.404,0.0554,6,-17.656,0,0.0684,0.887,0.108,0.0588,65.788,269220,4,https://i.scdn.co/image/ab67616d00001e022cec5c852c0f4b2889f24aa6,-206.64609,212.6789,-45.04087,16.021664,0.87474453,-5.5750165,-6.7253675,-12.381065,-12.305297,-11.866586,-7.403807,-8.714244,-8.197451,-9.077244,-11.102301,-8.593034,-6.0686555,-5.72001,-5.161511,-3.7117944,24.80654884406612,16.184453420162477,19.66331363112811,21.95274082392378,23.6652899309411,27.990758204271128,43.87869135348039,actual_music\_MorceauxdeFantaisieOp3No2inCSharpMinorPréludeTheBellsofMoscow_SergeiRachmaninoff.mp3
