album_name,artist_name,track_name,track_preview,track_uri,genre,acousticness,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,album_image,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13,MFCC14,MFCC15,MFCC16,MFCC17,MFCC18,MFCC19,MFCC20,Spectral Contrast Freq Band1,Spectral Contrast Freq Band2,Spectral Contrast Freq Band3,Spectral Contrast Freq Band4,Spectral Contrast Freq Band5,Spectral Contrast Freq Band6,Spectral Contrast Freq Band7,mp3 File
The Doors,The Doors,Light My Fire,https://p.scdn.co/mp3-preview/2d7991467ffa18b525a86a17c7fb08955152dd62?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:5uvosCdMlFdTXhoazkTI5R,Rock,0.369,0.413,0.725,3,-5.787,0,0.0324,2.16e-05,0.0905,0.44,124.618,429760,4,https://i.scdn.co/image/ab67616d00001e025b96a8c5d61be8878452f8f1,-91.44361,81.40294,-3.8001359,44.299435,-2.1459596,9.849947,-20.270332,2.2933276,-3.9406898,7.7372675,-7.836081,4.274011,-11.778887,3.990144,-6.32937,0.42749098,-2.287845,2.7901332,-7.6519613,4.6209083,19.923304206308032,14.4490753132533,16.946926026661387,18.67331783329891,22.649444307425558,19.549071606450187,39.10659161767332,actual_music\_LightMyFire_TheDoors.mp3
Tres Hombres (Expanded 2006 Remaster),ZZ Top,La Grange - 2005 Remaster,https://p.scdn.co/mp3-preview/8eca30041aa528c012a2f0aa2e76eea8c12fd03a?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:70YvYr2hGlS01bKRIho1HM,Rock,0.00249,0.545,0.64,4,-9.937,0,0.224,0.0304,0.196,0.606,80.544,230480,4,https://i.scdn.co/image/ab67616d00001e020fe2ec86a0ec561ef2e2aae1,-54.409058,98.42306,-15.843473,50.69154,0.59660935,-0.8589415,-0.3913764,13.581254,5.3185987,12.7382965,-3.0250936,3.4520082,-6.0806165,-5.6207213,3.3321152,4.5334845,-4.429516,-1.2355247,-8.010227,3.746064,22.108222787286227,15.309871718562885,17.24735104313774,20.665449341874098,19.651367889231423,21.64444277804011,35.294941646631315,actual_music\_LaGrange2005Remaster_ZZTop.mp3
Highway 61 Revisited,Bob Dylan,Like a Rolling Stone,https://p.scdn.co/mp3-preview/0841431dd0677fd082898b3a2f2d9086690adb56?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:3AhXZa8sUQht0UEdBJgpGc,Rock,0.731,0.482,0.721,0,-6.839,1,0.0321,0.0,0.189,0.557,95.263,369600,4,https://i.scdn.co/image/ab67616d00001e02540a241e3001ddc276b9ab93,-40.431007,98.494064,-16.780977,28.7254,-10.334666,-1.2534394,-12.536051,-2.183952,-15.847091,3.0617805,-8.925805,1.9301429,-10.52179,-2.7905843,-9.304396,-3.101417,-6.4601483,-0.25557527,-8.610881,-5.480736,20.402499192653085,15.359736524593082,18.628384186354086,18.518391616033487,19.117455853167485,20.11076962033998,39.38305828489414,actual_music\_LikeaRollingStone_BobDylan.mp3
The Wall,Pink Floyd,"Another Brick in the Wall, Pt. 2",https://p.scdn.co/mp3-preview/92210b01fcc6efa80008663c158baf79cf0d7b5f?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:4gMgiXfqyzZLMhsksGmbQV,Rock,0.0781,0.694,0.394,0,-15.881,1,0.0428,0.000677,0.247,0.719,104.126,238747,4,https://i.scdn.co/image/ab67616d00001e02288d32d88a616b9a278ddc07,-161.57285,119.93489,-5.461064,38.1136,0.9217371,10.337357,4.8253055,4.1744328,2.0838041,2.373144,0.3811998,5.367023,1.2841116,1.4639637,-4.194256,0.31819567,-5.2645473,2.1263137,-5.3754635,-2.0185077,21.005660068354807,15.82700054285467,18.402459244185025,18.40248032124681,18.00828066946965,20.265413604575752,36.58513686179816,actual_music\_AnotherBrickintheWallPt2_PinkFloyd.mp3
Pearl (Legacy Edition),Janis Joplin,Me and Bobby McGee,https://p.scdn.co/mp3-preview/0ee3c761355d8734b4702a89286a35d0f60c54d6?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:1IqFh00G2kvvMm8pRMpehA,Rock,0.303,0.43,0.463,2,-10.96,1,0.0442,5.84e-05,0.152,0.66,93.405,271333,4,https://i.scdn.co/image/ab67616d00001e026f8c26346723dd0531696bed,-68.90314,73.31519,-4.29831,35.693863,3.0856445,16.03911,5.1672935,-0.38754338,-5.331611,9.524132,-9.014585,-1.4383578,-5.4192047,1.2314981,-7.402518,0.1045207,-6.3689103,-1.2306131,-8.426802,-2.3914027,22.792050862655394,16.10132354235458,18.83410141377419,18.489762385497457,19.427245027017584,19.448993078462976,33.99940290266639,actual_music\_MeandBobbyMcGee_JanisJoplin.mp3
Buffalo Springfield,Buffalo Springfield,For What It's Worth,https://p.scdn.co/mp3-preview/a0cc83ddc1b9c032f5e97546651aff9ca8b7e84a?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:1qRA5BS78u3gME0loMl9AA,Rock,0.406,0.653,0.519,2,-10.164,1,0.0497,0.0209,0.101,0.822,98.883,153693,4,https://i.scdn.co/image/ab67616d00001e02d231bd1716b71b6444e25f89,-121.9517,134.28746,-7.588955,39.923954,4.3236475,16.671886,0.29503933,11.33552,-3.620073,4.705385,-6.376533,0.029465714,-4.8630176,-1.7345774,-4.5446754,-1.3851858,-1.4539498,0.57492965,-11.61731,-6.260541,22.660428471747757,17.008846187487432,20.87289297258814,20.293984043403025,20.463051059350725,19.609483103058576,41.52449749803322,actual_music\_ForWhatItsWorth_BuffaloSpringfield.mp3
Dire Straits,Dire Straits,Sultans of Swing,https://p.scdn.co/mp3-preview/36d1b1b99357ff707acec4dddb357aa59d50c0b5?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:6cr6UDpkjEaMQ80OjWqEBQ,Rock,0.0632,0.73,0.868,5,-7.325,1,0.0288,0.0661,0.318,0.923,148.217,350400,4,https://i.scdn.co/image/ab67616d00001e02c5a897378c8caf5cd11935a6,-73.55985,93.618996,7.8471355,45.543278,5.804157,5.04165,8.012376,7.751619,0.5173206,6.262155,-4.7988076,6.2857866,1.3478034,3.6357143,-5.9273357,1.1487985,-4.5604978,4.046463,-5.954687,-4.967235,20.60576264961484,16.099976894647725,18.90779299600636,20.39577764189207,20.147718599482918,22.6277617889947,32.92514382458752,actual_music\_SultansofSwing_DireStraits.mp3
Surrealistic Pillow,Jefferson Airplane,Somebody to Love,https://p.scdn.co/mp3-preview/2bbbf1d141efc87df39c340f5a67bf5a25668ed1?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:4uGIJG1jYFonGc4LGp5uQL,Rock,0.408,0.504,0.578,4,-9.302,1,0.031,0.0,0.321,0.654,132.411,174840,4,https://i.scdn.co/image/ab67616d00001e022dac7a01676ddb36c1d0ec05,-68.33372,95.61174,-46.360703,41.446075,-3.5747275,12.791179,-6.464016,7.107388,-8.56577,11.996772,-9.60898,1.1352267,-9.363769,-2.8343801,-7.7611747,-4.333353,-0.961888,-1.7988026,-7.679565,-3.3944042,22.43120324115926,14.852772943814093,18.080764860245743,18.73945011369429,18.65930652282672,21.190018218973446,42.23187887111392,actual_music\_SomebodytoLove_JeffersonAirplane.mp3
Transformer,Lou Reed,Walk On the Wild Side,https://p.scdn.co/mp3-preview/ba3b4fe65d5198801dc5853e1d9f26f3dc47e8a9?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:5p3JunprHCxClJjOmcLV8G,Rock,0.683,0.575,0.318,0,-16.729,1,0.109,0.000202,0.0934,0.385,104.522,254173,4,https://i.scdn.co/image/ab67616d00001e02d55149748dca0e5a1f40778e,-183.25954,93.740555,27.756628,49.215523,9.221454,17.091585,-1.1485114,5.607886,-3.5911431,5.086596,-3.0472105,5.6396503,-6.0927854,-1.0928388,-4.4805875,1.3590062,-8.059102,2.1021788,-5.2274976,-1.970202,22.94263336566045,16.586121146982318,18.30311340713735,17.264291897187483,16.97373843564828,18.97965792307354,39.697505450768915,actual_music\_WalkOntheWildSide_LouReed.mp3
Purple Rain,Prince,When Doves Cry,https://p.scdn.co/mp3-preview/5fc1bc59898ea8d0d23cf88810828d014020ef5d?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:51H2y6YrNNXcy3dfc3qSbA,Rock,0.0102,0.729,0.989,9,-4.613,0,0.049,4.45e-05,0.443,0.84,126.47,352906,4,https://i.scdn.co/image/ab67616d00001e02d52bfb90ee8dfeda8378b99b,-6.9330206,97.71049,-36.101894,26.707859,-11.049993,20.360058,-25.026804,9.094352,-11.067359,9.823674,-3.9145439,3.6314082,-1.0368558,1.2147062,0.07709249,3.3697,-6.0000815,-0.35087422,-3.4581363,-3.4368496,17.07492447550021,13.294159378263492,17.431728637861564,17.935138977286215,18.839846846683024,17.889946092893936,41.23337815584555,actual_music\_WhenDovesCry_Prince.mp3
Agents Of Fortune,Blue Öyster Cult,(Don't Fear) The Reaper,https://p.scdn.co/mp3-preview/a0df4b7b792e7efa5652fed91ce5ce5e1a626475?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:5QTxFnGygVM4jFQiBovmRo,Rock,0.0029,0.333,0.927,9,-8.55,0,0.0733,0.000208,0.297,0.385,141.466,308120,4,https://i.scdn.co/image/ab67616d00001e023ac318439ae56ce048d7bf5d,-13.303416,74.52972,-18.381092,39.047066,2.9739068,11.794045,-2.1496549,12.560852,-4.1473136,2.650384,-2.107161,-0.12211694,-6.8259487,5.5215583,-4.206566,-1.2401642,-5.5268693,1.3142154,-1.6351345,6.688071,22.38044163094676,15.551564525591063,19.57704735825554,21.174961514652903,19.75453364168196,18.555718685444297,34.47147012372359,actual_music\_DontFearTheReaper_BlueÖysterCult.mp3
In Color,Cheap Trick,I Want You to Want Me,https://p.scdn.co/mp3-preview/1c55371ac6dc7f4553e0f0ce75edf9b84d263ef1?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:1JkZg3eMQTmTn93E8Yd3UL,Rock,0.78,0.806,0.462,2,-12.778,1,0.0298,0.0134,0.15,0.736,92.726,191227,4,https://i.scdn.co/image/ab67616d00001e0257a0bca6d7da93cd0c551f6a,-137.6013,152.0602,-25.075855,19.159298,22.037264,-9.016031,12.998941,-2.1409013,7.9527907,-2.2820804,0.45316496,2.9233,-3.3093119,2.7575188,-2.175857,3.355598,-3.4306138,6.2949376,-2.5586815,7.759259,20.1018593085735,14.250817124614043,19.351852909640254,19.641218931422827,20.66484440776398,26.047884086648875,37.48079909362372,actual_music\_IWantYoutoWantMe_CheapTrick.mp3
Physical Graffiti (Deluxe Edition),Led Zeppelin,Kashmir - Remaster,https://p.scdn.co/mp3-preview/f3ca68c9ceaa3435d5bd55c0199ba0b09b916cce?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:6Vjk8MNXpQpi0F4BefdTyq,Rock,0.452,0.483,0.615,2,-8.538,1,0.0497,0.000414,0.0512,0.594,80.576,517125,3,https://i.scdn.co/image/ab67616d00001e02765b0617b572bdd1dbdc7d8e,-90.50187,105.74153,-34.432934,35.596077,0.13738886,-2.0344725,-13.063768,0.507265,-4.0700636,-3.544272,-8.601533,0.97390926,-11.770257,-8.03921,-7.208363,-4.121561,-13.839955,-7.1089807,-7.3166413,-4.042995,22.82131857476883,15.280331899012204,17.238494750887636,17.72171108573497,19.608613956816793,22.094441074727605,38.12123642164621,actual_music\_KashmirRemaster_LedZeppelin.mp3
Highway to Hell,AC/DC,Highway to Hell,https://p.scdn.co/mp3-preview/db138a9742397601a1e5fdde727967956bdad0fb?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:2zYzyRzz6pRmhPzyfMEC8s,Rock,0.061,0.574,0.913,6,-4.793,0,0.133,0.00158,0.156,0.423,115.728,208400,4,https://i.scdn.co/image/ab67616d00001e0251c02a77d09dfcd53c8676d0,40.385025,72.964676,-35.809586,16.668896,-5.040335,7.7437778,-4.1501102,-0.42530912,1.1691862,10.263299,0.2822251,8.687086,-3.5474439,3.4568253,-3.2846692,2.448649,-5.6481586,0.09867956,-1.2384869,1.1986492,20.023518025582092,13.71191350669545,17.6144698825126,17.700880203910522,18.098977993536323,18.313617364173652,36.04931714186732,actual_music\_HighwaytoHell_ACDC.mp3
Bella Donna (Deluxe Edition),Stevie Nicks,Edge of Seventeen - 2016 Remaster,https://p.scdn.co/mp3-preview/8a7059e2f27a1d160f7e4844e479f887e5900cd2?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:5LNiqEqpDc8TuqPy79kDBu,Rock,0.327,0.591,0.804,0,-7.299,1,0.0454,5.98e-06,0.0818,0.658,111.457,329413,4,https://i.scdn.co/image/ab67616d00001e020c5127071182a8dd9afcdcf8,-13.195581,86.59249,-17.806355,19.520935,-5.590969,10.838872,-3.3176293,4.0364904,-4.793088,6.7500777,-5.0909014,2.3016524,-9.443695,1.7282987,-3.6996038,1.612657,0.4042229,2.004967,-7.979462,-1.1345999,21.80664363689952,16.032585457052445,18.746271176392877,18.368508456024365,18.69724279811683,19.106359967141216,34.488355767870935,actual_music\_EdgeofSeventeen2016Remaster_StevieNicks.mp3
Desire,Bob Dylan,Hurricane,https://p.scdn.co/mp3-preview/2e948dc73d7c3737b6cc97e1d87a23566020536f?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:1lqMLr9Wj7SM2F9AikGcxN,Rock,0.0409,0.509,0.827,0,-7.715,1,0.079,0.0,0.12,0.743,135.601,512733,4,https://i.scdn.co/image/ab67616d00001e028e1a23e42f68260b7b274e09,-44.392715,66.07569,5.049249,23.841772,5.8475804,10.749391,-10.383473,5.914785,-5.150008,6.145761,-4.7327485,2.9635997,-5.8562474,1.8686434,-8.845326,-2.8089347,-8.898007,-3.764232,-9.467662,-0.20424394,22.06829034282136,14.198696664089859,17.63458644071048,17.93551558773677,18.84273184104898,17.559451417736152,36.93022490491327,actual_music\_Hurricane_BobDylan.mp3
Machine Head,Deep Purple,Smoke on the Water,https://p.scdn.co/mp3-preview/ac7473e5145e52682fa58c2ff1dc33c5b81b7c18?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:5SAUIWdZ04OxYfJFDchC7S,Rock,0.0983,0.632,0.586,0,-11.333,1,0.0284,0.581,0.0535,0.89,114.243,342173,4,https://i.scdn.co/image/ab67616d00001e02bc9b44e950d5440ff65ea926,-67.104454,103.48812,-7.206362,38.494236,0.59633094,18.302263,-5.109048,6.545333,-2.7843568,9.933137,-0.4594344,6.162372,-10.0534935,-4.4332256,-3.166139,4.916747,-5.72245,0.14742595,-6.601763,-0.057119742,22.96979932700216,14.293065730910154,17.40829948257307,16.870314206127652,18.112353153939743,17.615025106483273,38.33082023419561,actual_music\_SmokeontheWater_DeepPurple.mp3
Electric Warrior [Expanded & Remastered],T. Rex,Bang a Gong (Get It On) - 2003 Remaster,https://p.scdn.co/mp3-preview/feb120fa6dafbdb2811c56df8cfa467d4b605deb?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:6FsQrRpBLgsrFeAeiQqytm,Rock,0.157,0.729,0.818,2,-9.992,1,0.0732,0.284,0.195,0.906,125.814,267000,4,https://i.scdn.co/image/ab67616d00001e027762663eeab308df9d240cd0,-85.92365,108.64866,-10.237183,38.52368,6.62855,14.740053,-1.0879736,7.6331577,-1.2789319,2.5872853,-1.9516702,0.7386492,-4.589177,-1.862759,-4.2325687,-0.16636735,-5.244779,-0.1771613,-5.312481,-2.5819123,19.242578223501106,14.907759094866423,16.62887299459309,16.48697857058887,16.68551822401151,17.683384380469555,36.582714974888006,actual_music\_BangaGongGetItOn2003Remaster_TRex.mp3
Turn! Turn! Turn!,The Byrds,Turn! Turn! Turn! (To Everything There Is a Season),https://p.scdn.co/mp3-preview/4bf48c135d9de951229c29ef352f809192dcfd71?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:5qBqBdfTEIWJwAS0Jm2F5R,Rock,0.135,0.452,0.818,2,-8.124,1,0.0439,2.72e-05,0.052,0.755,124.474,229360,4,https://i.scdn.co/image/ab67616d00001e028ebc5d5d4fcf960b083af081,-52.708084,88.84507,-21.583101,36.905216,3.2427526,8.442319,-5.048999,3.6005125,-7.7829747,8.796385,-3.146852,0.43875453,-7.1356325,-0.8348934,-11.075962,-5.4809947,-5.734773,0.54877406,-5.925218,-1.4363514,20.366327451683116,16.862568844817567,19.348037981728908,19.98508362737975,21.032169678756226,20.75216340156623,36.67020679353622,actual_music\_TurnTurnTurnToEverythingThereIsaSeason_TheByrds.mp3
Workingman's Dead,Grateful Dead,Casey Jones - 2013 Remaster,https://p.scdn.co/mp3-preview/039161a69812707ff7797d83b86930dd2ec72532?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:7LbfuQVct78YoghmoPtsQ8,Rock,0.385,0.671,0.405,0,-10.052,1,0.0392,0.0,0.132,0.828,99.678,265067,4,https://i.scdn.co/image/ab67616d00001e024d3659e33c2d63d5b54d1f2c,-123.272964,98.86436,3.9856243,33.077854,15.517991,9.837523,-3.2490776,1.2237879,-6.441604,5.387742,-4.1219487,3.272638,-0.66674906,-1.5948428,-4.071085,5.3249774,-1.2796327,-0.0992776,-4.212061,2.1292634,23.474265894814117,16.31601361743512,20.865784364186954,19.51553342018048,20.992372790200893,19.881263536181347,34.64284471176148,actual_music\_CaseyJones2013Remaster_GratefulDead.mp3
Dirty Deeds Done Dirt Cheap,AC/DC,Dirty Deeds Done Dirt Cheap,https://p.scdn.co/mp3-preview/e966a99df223f101407b3a1ed1a9429f1ffd205d?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:2d4e45fmUnguxh6yqC7gNT,Rock,0.214,0.668,0.906,11,-4.881,0,0.17,0.00245,0.135,0.507,135.653,231933,4,https://i.scdn.co/image/ab67616d00001e0268b03027356fb05501948f62,-21.86306,86.49238,-33.060932,41.669643,2.6755326,11.488686,-9.062379,3.8904731,-6.6973057,6.480213,-3.2048883,7.13765,-4.3877816,1.1437377,-2.7395654,3.5912557,-5.652184,2.6895037,-4.596553,-3.420781,21.446751425451463,14.390077680663309,18.014767157049974,18.0265597035376,18.097493603590603,18.764850333581734,39.6227137537051,actual_music\_DirtyDeedsDoneDirtCheap_ACDC.mp3
1984 (Remastered),Van Halen,Jump - 2015 Remaster,https://p.scdn.co/mp3-preview/c8d2ba0c5a4233da4b71174fef8d628be0cacddf?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:7N3PAbqfTjSEU1edb2tY8j,Rock,0.171,0.572,0.835,0,-6.219,1,0.0317,0.000377,0.0702,0.795,129.981,241600,4,https://i.scdn.co/image/ab67616d00001e02b414c63fb435b622238c15ed,-4.6531997,64.87493,5.1198273,18.903114,-1.7058623,6.524767,-5.6107697,2.0275128,-3.1956444,1.1413735,-7.2506275,2.844084,-3.9174764,-1.2437524,-5.730214,0.9055234,-7.9574986,1.6552205,-2.6679056,1.5214078,21.38999141423638,14.822699984943997,18.012944425555325,17.950677366449273,18.100216341014118,17.689770892719277,34.5799573392075,actual_music\_Jump2015Remaster_VanHalen.mp3
Personal Jesus,Depeche Mode,Personal Jesus - Original Single Version,https://p.scdn.co/mp3-preview/477df4d2c90ad99f687764305c31cd197d99ddd7?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:1xShPgQbOUa98avWJQFDBY,Rock,0.0112,0.637,0.682,11,-11.625,1,0.0366,0.0234,0.0473,0.714,129.983,224907,4,https://i.scdn.co/image/ab67616d00001e02b65cdc085ef62773e5b20b89,-71.79247,74.55677,6.2073135,36.193558,6.3041635,19.130556,-0.106363796,13.626525,-11.200214,10.960159,-0.70696735,2.8030522,-2.1268413,3.244,-5.918005,4.961035,-4.5025005,1.3462055,-3.2830093,2.0839934,18.012091749794862,14.356666492314549,16.716105151915862,15.454826620774286,15.905088640379237,16.89477680935535,38.82373175715224,actual_music\_PersonalJesusOriginalSingleVersion_DepecheMode.mp3
London Calling (Remastered),The Clash,London Calling - Remastered,https://p.scdn.co/mp3-preview/28e099efb055a6a086e3bcc96e3bde9e0e2a886f?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:5jzma6gCzYtKB1DbEwFZKH,Rock,0.123,0.651,0.801,0,-7.34,1,0.0514,0.0,0.0825,0.776,133.769,200480,4,https://i.scdn.co/image/ab67616d00001e02cd9d8bc9ef04014b6e90e182,-26.913645,102.9017,-19.244616,15.931631,-4.5787125,7.6770344,-1.1081179,3.3237925,0.14138813,9.593322,2.2296236,7.7670565,-3.1265488,-0.7008013,-11.585593,0.43131366,-6.1138287,2.0911095,-3.2885172,5.3942747,21.96511123236177,12.734521077305848,18.2643837698786,17.07893577758629,17.912960270814125,19.477314160314965,38.41753166062032,actual_music\_LondonCallingRemastered_TheClash.mp3
Learning to Crawl (Expanded & Remastered),Pretenders,Back on the Chain Gang - 2007 Remaster,https://p.scdn.co/mp3-preview/d9dbc11e84d291187341a2f2d537bcfd7742b8cb?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:4cMHCRLPNoEbpnl2rz6GS9,Rock,0.116,0.598,0.901,2,-6.081,1,0.0359,0.0401,0.178,0.814,153.24,231120,4,https://i.scdn.co/image/ab67616d00001e025436a01d3b621036889cffe6,-28.610636,76.56905,-28.553152,30.194653,9.597465,12.303042,4.645691,6.66272,-2.5569944,8.389588,-5.7042923,2.3260522,-7.609768,-1.2133341,-4.955951,-1.2985824,-8.753802,-1.3439028,-6.721553,0.9432158,20.519676371232364,16.046807193771752,18.601817699162112,18.672273523567686,18.947525587870903,19.14483881387102,33.710192345498704,actual_music\_BackontheChainGang2007Remaster_Pretenders.mp3
L.A. Woman,The Doors,Riders on the Storm,https://p.scdn.co/mp3-preview/e8389cbbf2abdaf5e1233ce56b59c46fda45a006?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:14XWXWv5FoCbFzLksawpEe,Rock,0.25,0.55,0.722,11,-11.729,0,0.0283,0.0129,0.11,0.716,103.886,434720,4,https://i.scdn.co/image/ab67616d00001e0220783882533e669760741df2,-77.07278,80.99527,19.084263,16.314241,-6.7390213,13.458032,-0.23351106,9.621857,-5.1766405,-0.92683697,-5.2526584,8.462694,4.380465,5.373184,-0.7216028,-0.3721597,-7.033736,-0.2736797,-9.849274,2.9677985,18.669190972071753,13.898927139297976,18.429292164274916,20.80575019739816,17.16875689930123,16.35274743832019,35.06529797615624,actual_music\_RidersontheStorm_TheDoors.mp3
Little Queen,Heart,Barracuda,https://p.scdn.co/mp3-preview/9085cd83daff5b1916b98bfbfa0f6be791ab4bc9?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:4KfSdst7rW39C0sfhArdrz,Rock,0.015,0.548,0.691,4,-13.553,0,0.0369,0.106,0.144,0.667,137.145,261933,4,https://i.scdn.co/image/ab67616d00001e029cef5b2e4c9104c678973f44,-103.3133,91.900375,-11.553761,26.275759,9.0932455,0.7571457,-4.0862665,4.2699795,0.7907951,1.0001546,-4.0052176,5.2195663,-4.9845567,1.741748,-6.1769,-0.17816675,-6.092676,-0.15273462,-5.8324614,0.17869128,20.63275721515564,14.407842155482362,18.03385710406745,16.294369402978415,18.77815882036851,20.275726662471808,33.20049965666399,actual_music\_Barracuda_Heart.mp3
Point Of Know Return (Expanded Edition),Kansas,Dust in the Wind,https://p.scdn.co/mp3-preview/f86dfdfaca403adb32ee7a68b84e9953b0cc8572?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:6zeE5tKyr8Nu882DQhhSQI,Rock,0.367,0.475,0.322,7,-10.687,1,0.0283,0.00056,0.11,0.387,93.503,206267,4,https://i.scdn.co/image/ab67616d00001e0259f0f56a7cd13526b5b4204c,-122.32999,116.27743,-11.978694,35.60068,-2.8185632,7.456686,-11.0418005,4.8019347,-2.186605,1.0531247,-9.115774,-3.468531,-14.9172325,-5.9203644,-12.102423,4.9800177,-14.201955,-2.1822813,-11.631185,-7.1878357,26.593554621966987,18.703780801176116,22.877743075939634,24.369375840322995,24.71389158390433,27.083624739574184,42.38130962374441,actual_music\_DustintheWind_Kansas.mp3
Straight Shooter,Bad Company,Feel like Makin' Love - 2015 Remaster,https://p.scdn.co/mp3-preview/96a755f91a8373502212a3947e2987593e08c8a6?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:3KPwt1LBpt1jVSHz8GXERo,Rock,0.326,0.543,0.529,7,-9.717,1,0.0301,0.00269,0.709,0.746,85.126,313840,4,https://i.scdn.co/image/ab67616d00001e029baa3a2390773faeca065aa8,-129.27061,115.9711,-6.2893147,24.057337,1.2406038,3.1206253,-6.5147634,0.36064842,-9.986709,9.56995,-5.5335183,-0.26362482,-5.506777,-4.2654076,-7.186744,-2.179587,-15.832119,-2.6449633,-7.682514,-1.0277871,22.217609850992964,16.108010137169103,21.36817106878909,19.803862001319608,20.07448163594836,20.634491660743777,35.357719234194235,actual_music\_FeellikeMakinLove2015Remaster_BadCompany.mp3
Ted Nugent,Ted Nugent,Stranglehold,https://p.scdn.co/mp3-preview/0424c79f25eb29d13072c394fb6433532738ea32?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:2f0P7iELCvAlV8j6Z3rGDE,Rock,0.0183,0.484,0.711,2,-7.784,1,0.0331,0.173,0.0941,0.49,148.189,503067,4,https://i.scdn.co/image/ab67616d00001e02de2a7bf50b6f6c7a1e7e0dee,-95.60619,101.85345,9.039618,47.28963,-0.6038501,17.241236,-6.664479,7.350286,-4.395683,4.7453604,-4.85907,9.423887,-6.1882825,-3.8221204,-7.516157,1.1352172,8.282862,4.258023,-7.3551965,-1.7115452,21.88270203607774,16.71055899667547,19.145676124972674,18.751933125718015,20.176256084782043,21.134807393360212,40.90993996236693,actual_music\_Stranglehold_TedNugent.mp3
High Voltage,AC/DC,T.N.T.,https://p.scdn.co/mp3-preview/baea5e2b5a7315322edb8fade9bb8deacc97b436?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:7LRMbd3LEoV5wZJvXT1Lwb,Rock,0.153,0.754,0.759,9,-5.218,1,0.302,0.000108,0.101,0.435,126.366,214667,4,https://i.scdn.co/image/ab67616d00001e02286a0837ff3424065a735e0a,-68.34543,90.24035,-27.885979,52.200188,3.2613938,13.141027,-3.0210822,5.998468,-0.52921456,8.15183,-2.6623375,5.7219663,-0.79165274,6.415893,2.3979516,6.3377914,-5.5572515,6.5823812,-1.8725518,-0.62293226,20.17381139707636,16.066353308830198,19.166764054159163,17.58916251947463,17.842644861387903,20.04508838971758,39.97933336857769,actual_music\_TNT_ACDC.mp3
Distant Light (1999 Remaster),The Hollies,Long Cool Woman (In a Black Dress) - 1999 Remaster,https://p.scdn.co/mp3-preview/f4f1fa5512316535ef21f04a8c1e3723216cec92?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:5UwbnHhjnbinJH8TefuQfN,Rock,0.411,0.757,0.868,9,-9.326,1,0.062,0.00221,0.355,0.815,138.923,199200,4,https://i.scdn.co/image/ab67616d00001e02eaaa0a2a94066c69ed93d4ab,-72.17898,78.7701,-22.550129,34.998695,-2.1709926,6.2898684,9.190787,15.776254,-10.384577,18.27844,-3.0954065,5.1404176,-2.5501947,1.3617272,-5.013095,5.8255715,-7.006642,2.895181,-5.4545555,1.0531832,18.694930450309396,13.631784864386688,17.693359898287692,18.802320074659132,18.320095737950925,20.903685816213045,38.22372155602427,actual_music\_LongCoolWomanInaBlackDress1999Remaster_TheHollies.mp3
